"","X.1","X","Island","Site","Spearfishing","Diving","Species","Species.Code","Phase","Length.cm","g.frac","FR","BR","TDB","for.dur","for.bites","tot.BM","tot.DEN","scar.BM","herb.BM","scar.DEN","conspec.BM","conspec.DEN","carn.BM","carn.DEN","cover_CCA","cover_LC","cover_MA","cover_TA","canopy_MA","canopy_TA","rugosity","int.tot","int.scar","int.con","int.hetscar","int.dam","PC1.x","PC2.x","PC1.y","PC2.y","PC1.x.x","PC2.x.x","PC1.y.y","PC2.y.y","PC1.x.x.x","PC2.x.x.x","PC1.y.y.y","PC2.y.y.y","PC1.x.x.x.x","PC2.x.x.x.x","PC1.y.y.y.y","PC2.y.y.y.y","PC1.x.x.x.x.x","PC2.x.x.x.x.x","PC1.y.y.y.y.y","PC2.y.y.y.y.y","PC1","PC2"
"438",438,438,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",23,0.266666666,510,0.53125,5355,6.4,3.4,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"439",439,439,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","i",15,0.766666667,300,0.108695652,3150,15.33333333,1.666666667,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,1,1,1,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"440",440,440,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","i",26,0.325,450,0.384615385,4725,9.75,3.75,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"441",441,441,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","t",26,0.258333333,540,0.580645161,5670,7.75,4.5,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"442",442,442,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",28,0.075,180,0.666666667,1890,4.5,3,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"443",443,443,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","t",30,0.483333333,480,0.275862069,5040,29,8,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"444",444,444,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","t",22,0.091666665,300,0.909090909,3150,1.571428571,1.428571429,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"445",445,445,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",23,0.316666667,540,0.473684211,5670,7.6,3.6,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,1,0,0,0,1,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"446",446,446,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","t",24,0.216666667,300,0.384615385,3150,5.2,2,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"447",447,447,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","i",21,0.150000001,450,0.833333333,4725,2.571428571,2.142857143,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"448",448,448,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",23,0.533333333,750,0.390625,7875,10.66666667,4.166666667,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"449",449,449,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","t",32,0.058333333,210,1,2205,2.333333333,2.333333333,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"450",450,450,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",20,0.291666666,540,0.514285714,5670,5,2.571428571,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"451",451,451,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",26,0.416666667,630,0.42,6615,12.5,5.25,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"452",452,452,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","t",24,0.142857143,411.4285714,0.8,4320,3.75,3,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"453",453,453,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","t",28,0.466666666,390,0.232142857,4095,28,6.5,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"454",454,454,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","t",30,0.066666666,150,0.625,1575,2.666666667,1.666666667,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"455",455,455,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",24,0.266666666,450,0.46875,4725,8,3.75,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"456",456,456,"Barbuda","Pallaster East","Low","Low","Sparisoma aurofrenatum","rbp","i",19,0.208333334,240,0.32,2520,8.333333333,2.666666667,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,518.5891172,16,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"457",457,457,"Barbuda","Pallaster East","Low","Low","Sparisoma viride","stop","i",20,0.541666667,1050,0.538461538,11025,13,7,4187.956448,167.6666667,1105.589579,2388.909235,95.66666667,454.3454557,9.333333333,80.092429,1.166666667,0.8,5.607407407,31.81481481,11.1037037,26.99401587,4.03125,1.7474,0,0,0,0,0,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835108,-2.589667916,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241,0.545835107952727,-2.58966791625241
"458",458,458,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","i",16,0.341666667,540,0.43902439,5670,13.66666667,5.333333333,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"459",459,459,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","i",18,0.6,600,0.277777778,6300,36,10,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"460",460,460,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",16,0.958333333,1080,0.313043478,11340,57.5,18,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"461",461,461,"Barbuda","Pallaster Mid","Low","Low","Scarus vetula","qup","i",15,0.633333333,1650,0.723684211,17325,25.33333333,18.33333333,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,278.4075269,4.166666667,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,1,0,0,0,1,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"462",462,462,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",18,0.55,750,0.378787879,7875,22,8.333333333,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"463",463,463,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",21,0.474999999,870,0.50877193,9135,14.25,7.25,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"464",464,464,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","t",20,0.633333333,660,0.289473684,6930,25.33333333,7.333333333,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"465",465,465,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",22,0.358333333,510,0.395348837,5355,21.5,8.5,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"466",466,466,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","i",17,0.641666666,1050,0.454545455,11025,25.66666667,11.66666667,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"467",467,467,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",23,0.958333334,1170,0.339130435,12285,57.5,19.5,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"468",468,468,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",20,0.008333333,30,1,315,1,1,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"469",469,469,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",18,0.691666667,750,0.301204819,7875,27.66666667,8.333333333,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"470",470,470,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","t",22,0,0,0,0,NA,NA,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"471",471,471,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","t",18,0.266666666,570,0.59375,5985,8,4.75,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,1,1,1,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"472",472,472,"Barbuda","Pallaster Mid","Low","Low","Scarus vetula","qup","i",15,0.258333333,900,0.967741935,9450,7.75,7.5,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,278.4075269,4.166666667,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"473",473,473,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","t",24,0.6,570,0.263888889,5985,24,6.333333333,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"474",474,474,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","i",22,0.283333334,480,0.470588235,5040,11.33333333,5.333333333,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"475",475,475,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","t",23,0.4,570,0.395833333,5985,12,4.75,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"476",476,476,"Barbuda","Pallaster Mid","Low","Low","Scarus vetula","qup","i",17,0.325,1470,1.256410256,15435,9.75,12.25,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,278.4075269,4.166666667,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"477",477,477,"Barbuda","Pallaster Mid","Low","Low","Sparisoma aurofrenatum","rbp","i",17,0.500000001,750,0.416666667,7875,15,6.25,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,361.9263858,9.5,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
"478",478,478,"Barbuda","Pallaster Mid","Low","Low","Sparisoma viride","stop","i",26,1,1200,0.333333333,12600,120,40,2530.4962,88.66666667,1136.893485,1998.684447,53.33333333,368.3543513,10.83333333,250.385695,3.833333333,1.4,10.48888889,16.51111111,21.48888889,16.24027778,3.5,1.6538,0,0,0,0,0,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073,-1.044293648,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835,-0.102925073008938,-1.04429364825835
